id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path,image_exists
15093,Women,Apparel,Topwear,Tunics,Brown,Fall,2011.0,Ethnic,Mother Earth Women Solid Brown Tunics,data/images/images/15093.jpg,True
20374,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Urban Yoga Women Printed Black Tshirt,data/images/images/20374.jpg,True
14141,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks,data/images/images/14141.jpg,True
53686,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Kiara Women Purple & Yellow Handbag,data/images/images/53686.jpg,True
44631,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Nike Men Black Track Pants,data/images/images/44631.jpg,True
5516,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Probase Men's Crack Print Crew Challenger White T-shirt,data/images/images/5516.jpg,True
11601,Women,Apparel,Topwear,Kurtas,Cream,Summer,2011.0,Ethnic,W Women Solid Cream Kurtas,data/images/images/11601.jpg,True
25434,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Lee Men Casual Tripack Socks,data/images/images/25434.jpg,True
57014,Women,Footwear,Shoes,Flats,Multi,Winter,2012.0,Casual,HM Women Multicoloured Heels,data/images/images/57014.jpg,True
58860,Men,Accessories,Cufflinks,Cufflinks,Copper,Summer,2012.0,Casual,Hakashi Men Copper Cufflinks,data/images/images/58860.jpg,True
33551,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Atlanta Dark Base Striped Blue Shirt,data/images/images/33551.jpg,True
39857,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini And Jony Boys Printed Yellow T-Shirt,data/images/images/39857.jpg,True
36023,Men,Accessories,Belts,Belts,Black,Fall,2012.0,Casual,OTLS Men Black Leather Belt,data/images/images/36023.jpg,True
44403,Men,Footwear,Shoes,Sports Shoes,Olive,Fall,2012.0,Sports,Force 10 Men Olive Shoes,data/images/images/44403.jpg,True
5724,Unisex,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Reebok Unisex Drive Black Floater,data/images/images/5724.jpg,True
20146,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Urban Navy Blue Shirt,data/images/images/20146.jpg,True
14373,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats,data/images/images/14373.jpg,True
38985,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Comics Red T-shirt,data/images/images/38985.jpg,True
50231,Women,Accessories,Eyewear,Sunglasses,Lavender,Winter,2016.0,Casual,Stoln Women Lavender Sunglasses,data/images/images/50231.jpg,True
34774,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Be For Bag Women Pack of 3 Bag,data/images/images/34774.jpg,True
47286,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Baggit Women Black Horris Excel Wallet,data/images/images/47286.jpg,True
7073,Unisex,Accessories,Bags,Backpacks,Orange,Winter,2015.0,Casual,Wildcraft Unisex Orange & White Printed Backpack,data/images/images/7073.jpg,True
22611,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Sports,Nike Men Green Jersey,data/images/images/22611.jpg,True
16424,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Levi's Men Printed Blue  Tshirts,data/images/images/16424.jpg,True
8807,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men Scul Black & Green Check Shirt,data/images/images/8807.jpg,True
2501,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2010.0,Casual,Numero Uno Men's Casual Red Canvas Shoe,data/images/images/2501.jpg,True
54691,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Shree Women Multicoloured Printed Kurta,data/images/images/54691.jpg,True
13156,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Puma Men Jersey Green Polo Tshirts,data/images/images/13156.jpg,True
12084,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,W Women Printed Blue Kurtas,data/images/images/12084.jpg,True
31206,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2012.0,Casual,Cabarelli Men Brown Accessory Gift Set,data/images/images/31206.jpg,True
23143,Women,Apparel,Topwear,Sweatshirts,Magenta,Fall,2011.0,Casual,Quechua Women  Fleece Magenta Sweatshirt,data/images/images/23143.jpg,True
17376,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,2011.0,Formal,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,data/images/images/17376.jpg,True
47406,Women,Accessories,Wallets,Wallets,Red,Summer,2012.0,Casual,Baggit Women Red Border Lisa Wallet,data/images/images/47406.jpg,True
6721,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Locomotive Men's Fateeion White T-shirt,data/images/images/6721.jpg,True
35026,Women,Accessories,Stoles,Stoles,Red,Summer,2012.0,Casual,Fabindia Women Red Stole,data/images/images/35026.jpg,True
51563,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Fastrack Men White Watch,data/images/images/51563.jpg,True
29479,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch,data/images/images/29479.jpg,True
42948,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,French Connection Men Black Leather Belt,data/images/images/42948.jpg,True
22091,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Numero Uno Men Casual Brown Shoes,data/images/images/22091.jpg,True
2381,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men's Brown Formal Shoe,data/images/images/2381.jpg,True
9769,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Navy Blue Tracksuit,data/images/images/9769.jpg,True
12604,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women Printed Purple Tops,data/images/images/12604.jpg,True
26431,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Spice Art Women Leatherette Grey Handbag,data/images/images/26431.jpg,True
3253,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Puma Men's Volley Black Shoe,data/images/images/3253.jpg,True
42174,Men,Apparel,Topwear,Tshirts,Blue,Summer,2017.0,Casual,Status Quo Men Blue T-shirt,data/images/images/42174.jpg,True
32203,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Printed Blue Kurta,data/images/images/32203.jpg,True
11081,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,data/images/images/11081.jpg,True
57694,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,,Lotus Herbals Alpha Hydroxy Oil-Free Moisturiser,data/images/images/57694.jpg,True
10153,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men Drsp SLip On Brown Formal Shoes,data/images/images/10153.jpg,True
5998,Men,Apparel,Topwear,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Red Plaid Checked Shirt,data/images/images/5998.jpg,True
24366,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Folklore Women Cream  Kurta,data/images/images/24366.jpg,True
38739,Unisex,Accessories,Bags,Backpacks,Black,Fall,2013.0,Casual,Nike Black Backpack,data/images/images/38739.jpg,True
40623,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Span Women Floral Printed Red Kurta,data/images/images/40623.jpg,True
45351,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals,data/images/images/45351.jpg,True
4076,Women,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Numero Uno Women Road Rage Red Shoe,data/images/images/4076.jpg,True
37771,Men,Apparel,Topwear,Shirts,Yellow,Summer,2012.0,Casual,John Players Men Gingham Yellow Shirt,data/images/images/37771.jpg,True
56574,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,,Streetwear Stay On Pearl 3 in 1 Make Up,data/images/images/56574.jpg,True
32031,Men,Accessories,Socks,Socks,White,Summer,2016.0,Casual,Playboy Men Pack Of 3 Socks,data/images/images/32031.jpg,True
40411,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White Printed Top,data/images/images/40411.jpg,True
10361,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Graphic Printed Purple Tshirts,data/images/images/10361.jpg,True
24154,Women,Apparel,Topwear,Kurtas,Orange,Summer,2011.0,Ethnic,Aurelia Women Orange Kurta,data/images/images/24154.jpg,True
45163,Men,Accessories,Watches,Watches,Maroon,Winter,2016.0,Casual,CASIO ENTICER Men Maroon Dial Analogue Watch A518,data/images/images/45163.jpg,True
4244,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Probase Men's Against All Odds Navy T-shirt,data/images/images/4244.jpg,True
21426,Women,Apparel,Topwear,Tshirts,Pink,Winter,2012.0,Casual,Roxy Women Pink T-shirt,data/images/images/21426.jpg,True
15613,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,Nike Men Runng Black Shorts,data/images/images/15613.jpg,True
53006,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,data/images/images/53006.jpg,True
37543,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Madagascar3 Infant Boys Lemon Yellow T-Shirt,data/images/images/37543.jpg,True
5396,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Artengo Artengo Bad 414 I Man,data/images/images/5396.jpg,True
47634,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Carlton London Women Red Heels,data/images/images/47634.jpg,True
18930,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levi's Men Graphic Print Red Tshirt,data/images/images/18930.jpg,True
6513,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,UCB Women's Basic Neck Light Pink T-shirt,data/images/images/6513.jpg,True
28799,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Denizen Men Blue Jeans,data/images/images/28799.jpg,True
17144,Women,Accessories,Belts,Belts,Grey,Winter,2015.0,Casual,Lino Perros Women Solid Grey Belt,data/images/images/17144.jpg,True
50683,Men,Apparel,Innerwear,Trunk,Brown,Summer,2016.0,Casual,Chromozome Men Pack of Two Trunks,data/images/images/50683.jpg,True
51751,Women,Footwear,Shoes,Flats,Blue,Winter,2015.0,Casual,Catwalk Women Blue Shoes,data/images/images/51751.jpg,True
16096,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,M tv Unisex My Fab Eyewear Black Sunglasses,data/images/images/16096.jpg,True
35214,Unisex,Accessories,Bags,Backpacks,Grey,Summer,2015.0,Casual,Wildcraft Unisex Reflex Grey Backpack,data/images/images/35214.jpg,True
43294,Women,Free Items,Free Gifts,Free Gifts,Maroon,Summer,2015.0,Casual,Murcia Women Maroon Elektra Sling Bag,data/images/images/43294.jpg,True
17978,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Puma Men Funpack Red Casual Shoe With Extra Lace,data/images/images/17978.jpg,True
30766,Men,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Men Blue Matka Silk Kurta,data/images/images/30766.jpg,True
3061,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011.0,Casual,Tantra Men's E BO Yellow T-shirt,data/images/images/3061.jpg,True
8489,Women,Apparel,Topwear,Tops,Beige,Fall,2011.0,Casual,Forever New Women Shell Beige Tops,data/images/images/8489.jpg,True
12436,Men,Accessories,Socks,Socks,Blue,Fall,2011.0,Casual,Timberland Men Casual Blue Socks,data/images/images/12436.jpg,True
26603,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2013.0,Sports,Puma Men Fox Black Sports Shoes,data/images/images/26603.jpg,True
33587,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Wrangler Men Pixelate Poster Purple T-shirt,data/images/images/33587.jpg,True
40075,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,ADIDAS Men Black Jersey,data/images/images/40075.jpg,True
10705,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Esprit Women Twist Black Houston Silver Watches,data/images/images/10705.jpg,True
24530,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Kurta,data/images/images/24530.jpg,True
56110,Women,Personal Care,Lips,Lip Gloss,Red,Spring,2017.0,Casual,ColorBar Cherry Pop Lip Pot 017,data/images/images/56110.jpg,True
32455,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,ADIDAS Men Polo White T-shirt,data/images/images/32455.jpg,True
59964,Women,Apparel,Dress,Dresses,Black,Fall,2012.0,Casual,Avirate Women Black Dress,data/images/images/59964.jpg,True
53462,Women,Apparel,Innerwear,Bra,Maroon,Summer,2018.0,Casual,Amante Maroon T-Shirt Bra,data/images/images/53462.jpg,True
38953,Boys,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Boys Pack of 2 T-shirts,data/images/images/38953.jpg,True
20190,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Wrangler Men Broad Blue T-shirt,data/images/images/20190.jpg,True
4620,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Knit Black Top,data/images/images/4620.jpg,True
21042,Women,Footwear,Shoes,Heels,Black,Fall,2012.0,Casual,Clarks Women Aerial Flower Black Heels,data/images/images/21042.jpg,True
39881,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Backpack,data/images/images/39881.jpg,True
15277,Men,Accessories,Socks,Socks,Black,Fall,2011.0,Sports,Nike Men pack of 3 Sports Socks,data/images/images/15277.jpg,True
51335,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Raymond Men Black Socks,data/images/images/51335.jpg,True
35670,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,U.S. Polo Assn. Men Navy Blue Shoes,data/images/images/35670.jpg,True
46382,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Printed T-shirt,data/images/images/46382.jpg,True
47250,Men,Apparel,Innerwear,Briefs,Grey Melange,Summer,2016.0,Casual,FCUK Underwear Men Grey Melange Brief,data/images/images/47250.jpg,True
6177,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Lee Men's Cosmos Blue Lapis T-shirt,data/images/images/6177.jpg,True
23715,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016.0,Casual,Ray-Ban Men Aviator Sunglasses,data/images/images/23715.jpg,True
9903,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Men Ep Skinny Low Waist Fit Blue Jeans,data/images/images/9903.jpg,True
3405,Women,Accessories,Bags,Handbags,Blue,Winter,2015.0,Casual,Murcia Women Teal Blue Handbag,data/images/images/3405.jpg,True
42722,Women,Footwear,Shoes,Flats,Beige,Winter,2012.0,Casual,Rocia Women Brown & Beige Sandals,data/images/images/42722.jpg,True
12052,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Spykar Men White Polo T-Shirts,data/images/images/12052.jpg,True
55795,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Black Printed Night Suit 319371,data/images/images/55795.jpg,True
26267,Men,Apparel,Topwear,Tshirts,Purple,Summer,2013.0,Casual,Proline Men Purple Polo T-Shirt,data/images/images/26267.jpg,True
18568,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Men Benecio Canvas White Casual Shoes,data/images/images/18568.jpg,True
54647,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,data/images/images/54647.jpg,True
13180,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Fila Men Dls Maxim Silver Sports Shoes,data/images/images/13180.jpg,True
48218,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Black Sunglasses,data/images/images/48218.jpg,True
30302,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Evil Minds Off White T-shirt,data/images/images/30302.jpg,True
35442,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Doodle Girls Printed White Top,data/images/images/35442.jpg,True
7297,Men,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Casual,Jimi Hendrix Men's Jimi Experience Brown Melange T-shirt,data/images/images/7297.jpg,True
26869,Women,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Jealous 21 Women Printed Green T-shirt,data/images/images/26869.jpg,True
23527,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017.0,Casual,Hugo Boss XY Men Deo,data/images/images/23527.jpg,True
48816,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant,data/images/images/48816.jpg,True
17712,Women,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Women E-Street Grey Casual Shoes,data/images/images/17712.jpg,True
47062,Women,Apparel,Bottomwear,Patiala,Multi,Fall,2012.0,Ethnic,Shree Women Multi Colored Patiala,data/images/images/47062.jpg,True
34590,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,Tonga Women Printed Red Top,data/images/images/34590.jpg,True
6345,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Converse Unisex Brick Purple Shoe,data/images/images/6345.jpg,True
19688,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Navy Blue Check Shorts,data/images/images/19688.jpg,True
12260,Men,Apparel,Topwear,Shirts,Blue,Winter,2011.0,Formal,Genesis Blue Striped Formal Shirt,data/images/images/12260.jpg,True
26055,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,John Miller Men Check Blue Shirt,data/images/images/26055.jpg,True
3637,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Fila Men's Cameo Black Shoe,data/images/images/3637.jpg,True
42510,Women,Apparel,Topwear,Kurtis,Maroon,Summer,2012.0,Ethnic,Mother Earth Women Maroon Kurti,data/images/images/42510.jpg,True
29821,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Basics Men Green Checked Shirt,data/images/images/29821.jpg,True
27187,Men,Apparel,Topwear,Tshirts,Brown,Summer,2012.0,Casual,Mark Taylor Men Printed Brown T-shirt,data/images/images/27187.jpg,True
54475,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Small Handbag,data/images/images/54475.jpg,True
24702,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Puma Men Mid Spill Green Casual Shoes,data/images/images/24702.jpg,True
41395,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Men Navy & Red Checked Slim Fit Casual Shirt,data/images/images/41395.jpg,True
15879,Unisex,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Warner Bros Kids Unisex TJ Jerry  Black Sandals,data/images/images/15879.jpg,True
56322,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,data/images/images/56322.jpg,True
37315,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO Edifice Men White Dial Chronograph Watch EX006,data/images/images/37315.jpg,True
14197,Women,Apparel,Dress,Dresses,Black,Fall,2011.0,Casual,AND Women Solid Black Dresses,data/images/images/14197.jpg,True
21270,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Casual,Footloose Unisex Polyester Black Backpack,data/images/images/21270.jpg,True
52782,Women,Accessories,Wallets,Wallets,Red,Fall,2012.0,Casual,Fiorelli Women Red Wallet,data/images/images/52782.jpg,True
15045,Boys,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,ADIDAS Kids Boys Printed Black Tshirts,data/images/images/15045.jpg,True
45735,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,Folklore Women Cream Kurta,data/images/images/45735.jpg,True
4412,Men,Apparel,Topwear,Tshirts,Black,Summer,2017.0,Casual,Pink Floyd Black Original Dark Side Black T-shirt,data/images/images/4412.jpg,True
58842,Men,Accessories,Cufflinks,Cufflinks,Black,Summer,2012.0,Casual,Hakashi Men Black Cufflinks,data/images/images/58842.jpg,True
20958,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,s.Oliver Men Solid Grey Tshirt,data/images/images/20958.jpg,True
40081,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,ADIDAS Men White & Green T-shirt,data/images/images/40081.jpg,True
57036,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Forever New Women Printed Black Dress,data/images/images/57036.jpg,True
25416,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Court Majestic Black Sports Shoes,data/images/images/25416.jpg,True
11623,Women,Apparel,Topwear,Kurtis,Navy Blue,Summer,2011.0,Ethnic,W Women Check Navy  Blue Kurtis,data/images/images/11623.jpg,True
41153,Women,Apparel,Bottomwear,Skirts,Charcoal,Summer,2012.0,Casual,Allen Solly Woman Charcoal Skirt,data/images/images/41153.jpg,True
59990,Women,Apparel,Dress,Dresses,Pink,Fall,2012.0,Casual,Avirate Pink Dress,data/images/images/59990.jpg,True
14351,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Heels,data/images/images/14351.jpg,True
20164,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Easter Navy Blue Shirt,data/images/images/20164.jpg,True
5706,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Camaro Black Shoe,data/images/images/5706.jpg,True
44421,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Leather Black Shoes,data/images/images/44421.jpg,True
36001,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Ben 10 Boys Crew Orange T-shirt,data/images/images/36001.jpg,True
15283,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Ed Hardy Men Eagle Print Blue Tshirts,data/images/images/15283.jpg,True
39875,Unisex,Accessories,Bags,Messenger Bag,Brown,Summer,2012.0,Casual,ADIDAS Unisex Brown Chelsea F.C Bag,data/images/images/39875.jpg,True
16406,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Levis Men Check Maroon Shirts,data/images/images/16406.jpg,True
8825,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Ranger Blue-White Stripes Shirts,data/images/images/8825.jpg,True
22633,Unisex,Accessories,Headwear,Caps,Purple,Fall,2011.0,Sports,Nike Unisex Striped Purple Cap,data/images/images/22633.jpg,True
7051,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,s.Oliver Men Green White Check Shirt,data/images/images/7051.jpg,True
35684,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013.0,Casual,U.S. Polo Assn. Men Casual White Casual Shoes,data/images/images/35684.jpg,True
46376,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Shirt,data/images/images/46376.jpg,True
6183,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Lee Men's Striper Grey Orange T-shirt,data/images/images/6183.jpg,True
13948,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Washed Blue Jeans,data/images/images/13948.jpg,True
34756,Women,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,Puma Women Aurora Blue Shoes,data/images/images/34756.jpg,True
28309,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men Black Sunglasses,data/images/images/28309.jpg,True
50213,Women,Accessories,Belts,Belts,Pink,Summer,2012.0,Casual,Stoln Women Pink Belt,data/images/images/50213.jpg,True
26293,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Proline Men Blue Striped Polo T-shirt,data/images/images/26293.jpg,True
27341,Women,Personal Care,Fragrance,Perfume and Body Mist,Lavender,Spring,2017.0,Casual,Celine Dion Women Belong Perfume,data/images/images/27341.jpg,True
13174,Women,Footwear,Shoes,Flats,Black,Winter,2015.0,Casual,Skechers Women Ever Lasting Black Sandals,data/images/images/13174.jpg,True
7263,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Rockport Men's Gavia Dark Brown Shoe,data/images/images/7263.jpg,True
46144,Women,Accessories,Jewellery,Necklace and Chains,Multi,Winter,2015.0,Casual,Adrika Multi Coloured Necklace,data/images/images/46144.jpg,True
16634,Men,Apparel,Topwear,Tshirts,Green,Summer,2016.0,Casual,Facit Men Smart Green Tshirt,data/images/images/16634.jpg,True
22401,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Mark Taylor Men Striped White Shirt,data/images/images/22401.jpg,True
49930,Women,Apparel,Saree,Sarees,Yellow,Fall,2012.0,Ethnic,Fabindia Yellow Self-Striped Saree,data/images/images/49930.jpg,True
50021,Women,Apparel,Bottomwear,Leggings,Brown,Winter,2015.0,Casual,Hanes Women Brown Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings,data/images/images/50021.jpg,True
47096,Boys,Footwear,Sandal,Sandals,Red,Fall,2012.0,Casual,Marvel Boys Red Sandals,data/images/images/47096.jpg,True
34564,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress,data/images/images/34564.jpg,True
55553,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Revlon Aqua Blue Eye Pencil 15,data/images/images/55553.jpg,True
46978,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Bulchee Women Brown Handbag,data/images/images/46978.jpg,True
31016,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Formal,Arrow Men Striped White & Green Shirt,data/images/images/31016.jpg,True
28907,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Biba Women Printed White & Purple Kurta,data/images/images/28907.jpg,True
2711,Girls,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girl's Halter Neck Pink Kidswear,data/images/images/2711.jpg,True
27173,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Mark Taylor Men Striped Grey Shirt,data/images/images/27173.jpg,True
13346,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans,data/images/images/13346.jpg,True
54481,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Hanes Men Red Premium String Bikini Briefs,data/images/images/54481.jpg,True
57204,Women,Apparel,Bottomwear,Capris,Blue,Fall,2012.0,Casual,Kraus Jeans Women Blue Capris,data/images/images/57204.jpg,True
33741,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,Vero Moda Women Multi Coloured Top,data/images/images/33741.jpg,True
